Name,Filter,Object,ExposureMode,UT,Grism
NCrd170529.fits,K,Ha_flat_K_off,expose 5.0, TCS UTC at start ( 6h:59m:45.0s)               ,
NCrd170530.fits,K,dframe 10 11,dframes 10.0 11, TCS UTC at start (  7h:1m:44.0s)               ,
NCrd170531.fits,K,dframe 10 11,dframes 10.0 11, TCS UTC at start (  7h:4m:35.0s)               ,
NCrd170532.fits,K,dframe 10 11,dframes 10.0 11, TCS UTC at start (  7h:7m:20.0s)               ,
NCrd170533.fits,K,dframe 10 11,dframes 10.0 11, TCS UTC at start (  7h:9m:27.0s)               ,
NCrd170534.fits,K,dframe 10 11,dframes 10.0 11, TCS UTC at start ( 7h:11m:41.0s)               ,
NCrd170535.fits,K,dframe 10 11,dframes 10.0 11, TCS UTC at start ( 7h:14m:32.0s)               ,
NCrd170536.fits,K,dframe 10 3,dframes 10.0 3, TCS UTC at start ( 7h:16m:51.0s)               ,
NCrd170537.fits,K,dframe 10 3,dframes 10.0 3, TCS UTC at start ( 7h:17m:45.0s)               ,
NCrd170538.fits,K,dframe 10 3,dframes 10.0 3, TCS UTC at start ( 7h:18m:33.0s)               ,
NCrd170539.fits,K,dframe 10 3,dframes 10.0 3, TCS UTC at start ( 7h:19m:16.0s)               ,
NCrd170540.fits,K,dframe 10 3,dframes 10.0 3, TCS UTC at start ( 7h:19m:58.0s)               ,
NCrd170541.fits,K,dframe 10 3,dframes 10.0 3, TCS UTC at start ( 7h:20m:39.0s)               ,
NCre210339.fits,Ks,AS26 Ks 1,frames 3.6 3, TCS UTC at start (21h:13m:49.0s)               ,
NCre210340.fits,Ks,AS26 Ks 2,frames 3.6 3, TCS UTC at start (21h:14m:32.0s)               ,
NCre210341.fits,Ks,AS26 Ks 3,frames 3.6 3, TCS UTC at start (21h:15m:18.0s)               ,
NCre210342.fits,Ks,AS26 Ks 4,frames 3.6 3, TCS UTC at start (21h:15m:56.0s)               ,
NCre210343.fits,Ks,AS26 Ks 5,frames 3.6 3, TCS UTC at start (21h:16m:40.0s)               ,
NCre210344.fits,J,AS26 J 1,frames 3.6 3, TCS UTC at start (21h:17m:56.0s)               ,
NCre210345.fits,J,AS26 J 2,frames 3.6 3, TCS UTC at start (21h:18m:38.0s)               ,
NCre210346.fits,J,AS26 J 3,frames 3.6 3, TCS UTC at start (21h:19m:19.0s)               ,
NCre210347.fits,J,AS26 J 4,frames 3.6 3, TCS UTC at start ( 21h:20m:3.0s)               ,
NCre210348.fits,J,AS26 J 5,frames 3.6 3, TCS UTC at start (21h:20m:43.0s)               ,
NCre210349.fits,H,AS26 H 1,frames 3.6 3, TCS UTC at start ( 21h:22m:0.0s)               ,
NCre210350.fits,H,AS26 H 2,frames 3.6 3, TCS UTC at start (21h:22m:56.0s)               ,
NCre210351.fits,H,AS26 H 3,frames 3.6 3, TCS UTC at start (21h:23m:45.0s)               ,
NCre210352.fits,H,AS26 H 4,frames 3.6 3, TCS UTC at start (21h:24m:22.0s)               ,
NCre210353.fits,H,AS26 H 5,frames 3.6 3, TCS UTC at start ( 21h:25m:3.0s)               ,
NCre210354.fits,H,Arp299,expose 3.0, TCS UTC at start (21h:29m:19.0s)               ,
NCre210355.fits,H,Arp299,expose 3.0, TCS UTC at start (21h:39m:44.0s)               ,
NCre210356.fits,H,Arp299,expose 3.0, TCS UTC at start (21h:40m:19.0s)               ,
NCre210357.fits,H,Arp299,expose 3.0, TCS UTC at start ( 21h:41m:8.0s)               ,
NCre210358.fits,H,Arp 299 Ks 1,mexp 3.0 20   1/20, TCS UTC at start (21h:44m:23.0s)               ,
NCre210359.fits,H,Arp 299 Ks 1,mexp 3.0 20   2/20, TCS UTC at start (21h:44m:37.0s)               ,
NCre210360.fits,H,Arp 299 Ks 1,mexp 3.0 20   3/20, TCS UTC at start (21h:44m:54.0s)               ,
NCre210361.fits,H,Arp 299 Ks 1,mexp 3.0 20   4/20, TCS UTC at start (21h:45m:12.0s)               ,
NCre210362.fits,H,Arp 299 Ks 1,mexp 3.0 20   5/20, TCS UTC at start (21h:45m:29.0s)               ,
NCre210363.fits,H,Arp 299 Ks 1,mexp 3.0 20   6/20, TCS UTC at start (21h:45m:46.0s)               ,
NCre210364.fits,N/A,Arp 299 Ks 1,mexp 3.0 20   7/20, TCS UTC at start ( 21h:46m:3.0s)               ,
NCre210365.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   8/20, TCS UTC at start (21h:46m:21.0s)               ,
NCre210366.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   9/20, TCS UTC at start (21h:46m:37.0s)               ,
NCre210367.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  10/20, TCS UTC at start (21h:46m:55.0s)               ,
NCre210368.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  11/20, TCS UTC at start (21h:47m:12.0s)               ,
NCre210369.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  12/20, TCS UTC at start (21h:47m:28.0s)               ,
NCre210370.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  13/20, TCS UTC at start (21h:47m:44.0s)               ,
NCre210371.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  14/20, TCS UTC at start ( 21h:48m:1.0s)               ,
NCre210372.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  15/20, TCS UTC at start (21h:48m:22.0s)               ,
NCre210373.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  16/20, TCS UTC at start (21h:48m:39.0s)               ,
NCre210374.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  17/20, TCS UTC at start (21h:48m:56.0s)               ,
NCre210375.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  18/20, TCS UTC at start (21h:49m:14.0s)               ,
NCre210376.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  19/20, TCS UTC at start (21h:49m:31.0s)               ,
NCre210377.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  20/20, TCS UTC at start (21h:49m:47.0s)               ,
NCre210378.fits,Ks,Arp 299 Ks 1,mexp 3.0 20, TCS UTC at start ( 21h:50m:4.0s)               ,
NCre210379.fits,Ks,Arp 299 Ks 1,expose 3.0, TCS UTC at start (21h:50m:24.0s)               ,
NCre210380.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   1/20, TCS UTC at start ( 21h:51m:6.0s)               ,
NCre210381.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   2/20, TCS UTC at start (21h:51m:22.0s)               ,
NCre210382.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   3/20, TCS UTC at start (21h:51m:37.0s)               ,
NCre210383.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   4/20, TCS UTC at start (21h:51m:53.0s)               ,
NCre210384.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   5/20, TCS UTC at start (21h:52m:10.0s)               ,
NCre210385.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   6/20, TCS UTC at start (21h:52m:25.0s)               ,
NCre210386.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   7/20, TCS UTC at start (21h:52m:42.0s)               ,
NCre210387.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   8/20, TCS UTC at start (21h:52m:57.0s)               ,
NCre210388.fits,Ks,Arp 299 Ks 1,mexp 3.0 20   9/20, TCS UTC at start (21h:53m:17.0s)               ,
NCre210389.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  10/20, TCS UTC at start (21h:53m:33.0s)               ,
NCre210390.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  11/20, TCS UTC at start (21h:53m:49.0s)               ,
NCre210391.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  12/20, TCS UTC at start ( 21h:54m:5.0s)               ,
NCre210392.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  13/20, TCS UTC at start (21h:54m:21.0s)               ,
NCre210393.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  14/20, TCS UTC at start (21h:54m:37.0s)               ,
NCre210394.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  15/20, TCS UTC at start (21h:54m:53.0s)               ,
NCre210395.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  16/20, TCS UTC at start (21h:55m:10.0s)               ,
NCre210396.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  17/20, TCS UTC at start (21h:55m:25.0s)               ,
NCre210397.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  18/20, TCS UTC at start (21h:55m:42.0s)               ,
NCre210398.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  19/20, TCS UTC at start (21h:55m:57.0s)               ,
NCre210399.fits,Ks,Arp 299 Ks 1,mexp 3.0 20  20/20, TCS UTC at start (21h:56m:13.0s)               ,
NCre210400.fits,Ks,Arp 299 Ks 1,mexp 3.0 20, TCS UTC at start (21h:56m:30.0s)               ,
NCre210401.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   1/20, TCS UTC at start (21h:56m:52.0s)               ,
NCre210402.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   2/20, TCS UTC at start ( 21h:57m:8.0s)               ,
NCre210403.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   3/20, TCS UTC at start (21h:57m:24.0s)               ,
NCre210404.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   4/20, TCS UTC at start (21h:57m:40.0s)               ,
NCre210405.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   5/20, TCS UTC at start (21h:57m:56.0s)               ,
NCre210406.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   6/20, TCS UTC at start (21h:58m:14.0s)               ,
NCre210407.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   7/20, TCS UTC at start (21h:58m:31.0s)               ,
NCre210408.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   8/20, TCS UTC at start (21h:58m:46.0s)               ,
NCre210409.fits,Ks,Arp 299 Ks 2,mexp 3.0 20   9/20, TCS UTC at start ( 21h:59m:3.0s)               ,
NCre210410.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  10/20, TCS UTC at start (21h:59m:19.0s)               ,
NCre210411.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  11/20, TCS UTC at start (21h:59m:35.0s)               ,
NCre210412.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  12/20, TCS UTC at start (21h:59m:50.0s)               ,
NCre210413.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  13/20, TCS UTC at start (  22h:0m:7.0s)               ,
NCre210414.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  14/20, TCS UTC at start ( 22h:0m:23.0s)               ,
NCre210415.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  15/20, TCS UTC at start ( 22h:0m:39.0s)               ,
NCre210416.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  16/20, TCS UTC at start ( 22h:0m:54.0s)               ,
NCre210417.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  17/20, TCS UTC at start ( 22h:1m:12.0s)               ,
NCre210418.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  18/20, TCS UTC at start ( 22h:1m:27.0s)               ,
NCre210419.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  19/20, TCS UTC at start ( 22h:1m:44.0s)               ,
NCre210420.fits,Ks,Arp 299 Ks 2,mexp 3.0 20  20/20, TCS UTC at start (  22h:2m:0.0s)               ,
NCre210421.fits,Ks,Arp 299 Ks 2,mexp 3.0 20, TCS UTC at start ( 22h:2m:22.0s)               ,
NCre210422.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   1/20, TCS UTC at start ( 22h:2m:44.0s)               ,
NCre210423.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   2/20, TCS UTC at start (  22h:3m:0.0s)               ,
NCre210424.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   3/20, TCS UTC at start ( 22h:3m:24.0s)               ,
NCre210425.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   4/20, TCS UTC at start ( 22h:3m:39.0s)               ,
NCre210426.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   5/20, TCS UTC at start ( 22h:3m:55.0s)               ,
NCre210427.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   6/20, TCS UTC at start ( 22h:4m:11.0s)               ,
NCre210428.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   7/20, TCS UTC at start ( 22h:4m:28.0s)               ,
NCre210429.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   8/20, TCS UTC at start ( 22h:4m:43.0s)               ,
NCre210430.fits,Ks,Arp 299 Ks 3,mexp 3.0 20   9/20, TCS UTC at start (  22h:5m:0.0s)               ,
NCre210431.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  10/20, TCS UTC at start ( 22h:5m:15.0s)               ,
NCre210432.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  11/20, TCS UTC at start ( 22h:5m:32.0s)               ,
NCre210433.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  12/20, TCS UTC at start ( 22h:5m:48.0s)               ,
NCre210434.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  13/20, TCS UTC at start (  22h:6m:4.0s)               ,
NCre210435.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  14/20, TCS UTC at start ( 22h:6m:20.0s)               ,
NCre210436.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  15/20, TCS UTC at start ( 22h:6m:36.0s)               ,
NCre210437.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  16/20, TCS UTC at start ( 22h:6m:52.0s)               ,
NCre210438.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  17/20, TCS UTC at start (  22h:7m:8.0s)               ,
NCre210439.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  18/20, TCS UTC at start ( 22h:7m:24.0s)               ,
NCre210440.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  19/20, TCS UTC at start ( 22h:7m:41.0s)               ,
NCre210441.fits,Ks,Arp 299 Ks 3,mexp 3.0 20  20/20, TCS UTC at start ( 22h:7m:56.0s)               ,
NCre210442.fits,Ks,Arp 299 Ks 3,mexp 3.0 20, TCS UTC at start ( 22h:8m:12.0s)               ,
NCre210443.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   1/20, TCS UTC at start ( 22h:8m:36.0s)               ,
NCre210444.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   2/20, TCS UTC at start ( 22h:8m:52.0s)               ,
NCre210445.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   3/20, TCS UTC at start (  22h:9m:8.0s)               ,
NCre210446.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   4/20, TCS UTC at start ( 22h:9m:24.0s)               ,
NCre210447.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   5/20, TCS UTC at start ( 22h:9m:41.0s)               ,
NCre210448.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   6/20, TCS UTC at start ( 22h:9m:57.0s)               ,
NCre210449.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   7/20, TCS UTC at start (22h:10m:15.0s)               ,
NCre210450.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   8/20, TCS UTC at start (22h:10m:31.0s)               ,
NCre210451.fits,Ks,Arp 299 Ks 4,mexp 3.0 20   9/20, TCS UTC at start (22h:10m:48.0s)               ,
NCre210452.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  10/20, TCS UTC at start ( 22h:11m:3.0s)               ,
NCre210453.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  11/20, TCS UTC at start (22h:11m:20.0s)               ,
NCre210454.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  12/20, TCS UTC at start (22h:11m:36.0s)               ,
NCre210455.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  13/20, TCS UTC at start (22h:11m:51.0s)               ,
NCre210456.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  14/20, TCS UTC at start ( 22h:12m:8.0s)               ,
NCre210457.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  15/20, TCS UTC at start (22h:12m:24.0s)               ,
NCre210458.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  16/20, TCS UTC at start (22h:12m:40.0s)               ,
NCre210459.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  17/20, TCS UTC at start (22h:12m:56.0s)               ,
NCre210460.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  18/20, TCS UTC at start (22h:13m:12.0s)               ,
NCre210461.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  19/20, TCS UTC at start (22h:13m:28.0s)               ,
NCre210462.fits,Ks,Arp 299 Ks 4,mexp 3.0 20  20/20, TCS UTC at start (22h:13m:45.0s)               ,
NCre210463.fits,Ks,Arp 299 Ks 4,mexp 3.0 20, TCS UTC at start ( 22h:14m:1.0s)               ,
NCre210464.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   1/20, TCS UTC at start (22h:14m:18.0s)               ,
NCre210465.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   2/20, TCS UTC at start (22h:14m:34.0s)               ,
NCre210466.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   3/20, TCS UTC at start (22h:14m:50.0s)               ,
NCre210467.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   4/20, TCS UTC at start ( 22h:15m:7.0s)               ,
NCre210468.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   5/20, TCS UTC at start (22h:15m:24.0s)               ,
NCre210469.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   6/20, TCS UTC at start (22h:15m:40.0s)               ,
NCre210470.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   7/20, TCS UTC at start (22h:15m:56.0s)               ,
NCre210471.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   8/20, TCS UTC at start (22h:16m:16.0s)               ,
NCre210472.fits,Ks,Arp 299 Ks 5,mexp 3.0 20   9/20, TCS UTC at start (22h:16m:32.0s)               ,
NCre210473.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  10/20, TCS UTC at start (22h:16m:48.0s)               ,
NCre210474.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  11/20, TCS UTC at start ( 22h:17m:4.0s)               ,
NCre210475.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  12/20, TCS UTC at start (22h:17m:20.0s)               ,
NCre210476.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  13/20, TCS UTC at start (22h:17m:35.0s)               ,
NCre210477.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  14/20, TCS UTC at start (22h:17m:52.0s)               ,
NCre210478.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  15/20, TCS UTC at start ( 22h:18m:8.0s)               ,
NCre210479.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  16/20, TCS UTC at start (22h:18m:25.0s)               ,
NCre210480.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  17/20, TCS UTC at start (22h:18m:41.0s)               ,
NCre210481.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  18/20, TCS UTC at start (22h:18m:57.0s)               ,
NCre210482.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  19/20, TCS UTC at start (22h:19m:16.0s)               ,
NCre210483.fits,Ks,Arp 299 Ks 5,mexp 3.0 20  20/20, TCS UTC at start (22h:19m:32.0s)               ,
NCre210484.fits,Ks,Arp 299 Ks 5,mexp 3.0 20, TCS UTC at start (22h:19m:48.0s)               ,
NCre210485.fits,H,testimage,expose 6.0, TCS UTC at start (22h:21m:38.0s)               ,
NCre210486.fits,H,testimage,expose 6.0, TCS UTC at start (22h:23m:35.0s)               ,
NCre210487.fits,H,Arp 299 H 1,mexp 6.0 10   1/10, TCS UTC at start (22h:24m:21.0s)               ,
NCre210488.fits,H,Arp 299 H 1,mexp 6.0 10   2/10, TCS UTC at start (22h:24m:39.0s)               ,
NCre210489.fits,H,Arp 299 H 1,mexp 6.0 10   3/10, TCS UTC at start (22h:24m:59.0s)               ,
NCre210490.fits,H,Arp 299 H 1,mexp 6.0 10   4/10, TCS UTC at start (22h:25m:25.0s)               ,
NCre210491.fits,H,Arp 299 H 1,mexp 6.0 10   5/10, TCS UTC at start (22h:25m:44.0s)               ,
NCre210492.fits,H,Arp 299 H 1,mexp 6.0 10   6/10, TCS UTC at start ( 22h:26m:3.0s)               ,
NCre210493.fits,H,Arp 299 H 1,mexp 6.0 10   7/10, TCS UTC at start (22h:26m:31.0s)               ,
NCre210494.fits,H,Arp 299 H 1,mexp 6.0 10   8/10, TCS UTC at start (22h:26m:49.0s)               ,
NCre210495.fits,H,Arp 299 H 1,mexp 6.0 10   9/10, TCS UTC at start ( 22h:27m:8.0s)               ,
NCre210496.fits,H,Arp 299 H 1,mexp 6.0 10  10/10, TCS UTC at start (22h:27m:27.0s)               ,
NCre210497.fits,H,Arp 299 H 1,mexp 6.0 10, TCS UTC at start (22h:27m:47.0s)               ,
NCre210498.fits,H,Arp 299 H 2,mexp 6.0 10   1/10, TCS UTC at start ( 22h:28m:7.0s)               ,
NCre210499.fits,H,Arp 299 H 2,mexp 6.0 10   2/10, TCS UTC at start (22h:28m:27.0s)               ,
NCre210500.fits,H,Arp 299 H 2,mexp 6.0 10   3/10, TCS UTC at start (22h:28m:45.0s)               ,
NCre210501.fits,H,Arp 299 H 2,mexp 6.0 10   4/10, TCS UTC at start ( 22h:29m:4.0s)               ,
NCre210502.fits,H,Arp 299 H 2,mexp 6.0 10   5/10, TCS UTC at start (22h:29m:23.0s)               ,
NCre210503.fits,H,Arp 299 H 2,mexp 6.0 10   6/10, TCS UTC at start (22h:29m:43.0s)               ,
NCre210504.fits,H,Arp 299 H 2,mexp 6.0 10   7/10, TCS UTC at start ( 22h:30m:1.0s)               ,
NCre210505.fits,H,Arp 299 H 2,mexp 6.0 10   8/10, TCS UTC at start (22h:30m:20.0s)               ,
NCre210506.fits,H,Arp 299 H 2,mexp 6.0 10   9/10, TCS UTC at start (22h:30m:39.0s)               ,
NCre210507.fits,H,Arp 299 H 2,mexp 6.0 10  10/10, TCS UTC at start (22h:30m:57.0s)               ,
NCre210508.fits,H,Arp 299 H 2,mexp 6.0 10, TCS UTC at start (22h:31m:16.0s)               ,
NCre210509.fits,H,Arp 299 H 3,mexp 6.0 10   1/10, TCS UTC at start (22h:31m:40.0s)               ,
NCre210510.fits,H,Arp 299 H 3,mexp 6.0 10   2/10, TCS UTC at start (22h:31m:59.0s)               ,
NCre210511.fits,H,Arp 299 H 3,mexp 6.0 10   3/10, TCS UTC at start (22h:32m:18.0s)               ,
NCre210512.fits,H,Arp 299 H 3,mexp 6.0 10   4/10, TCS UTC at start (22h:32m:37.0s)               ,
NCre210513.fits,H,Arp 299 H 3,mexp 6.0 10   5/10, TCS UTC at start (22h:32m:56.0s)               ,
NCre210514.fits,H,Arp 299 H 3,mexp 6.0 10   6/10, TCS UTC at start (22h:33m:15.0s)               ,
NCre210515.fits,H,Arp 299 H 3,mexp 6.0 10   7/10, TCS UTC at start (22h:33m:34.0s)               ,
NCre210516.fits,H,Arp 299 H 3,mexp 6.0 10   8/10, TCS UTC at start (22h:33m:52.0s)               ,
NCre210517.fits,H,Arp 299 H 3,mexp 6.0 10   9/10, TCS UTC at start (22h:34m:14.0s)               ,
NCre210518.fits,H,Arp 299 H 3,mexp 6.0 10  10/10, TCS UTC at start (22h:34m:33.0s)               ,
NCre210519.fits,H,Arp 299 H 3,mexp 6.0 10, TCS UTC at start (22h:34m:52.0s)               ,
NCre210520.fits,H,Arp 299 H 4,mexp 6.0 10   1/10, TCS UTC at start (22h:35m:16.0s)               ,
NCre210521.fits,H,Arp 299 H 4,mexp 6.0 10   2/10, TCS UTC at start (22h:35m:35.0s)               ,
NCre210522.fits,H,Arp 299 H 4,mexp 6.0 10   3/10, TCS UTC at start (22h:35m:54.0s)               ,
NCre210523.fits,H,Arp 299 H 4,mexp 6.0 10   4/10, TCS UTC at start (22h:36m:14.0s)               ,
NCre210524.fits,H,Arp 299 H 4,mexp 6.0 10   5/10, TCS UTC at start (22h:36m:33.0s)               ,
NCre210525.fits,H,Arp 299 H 4,mexp 6.0 10   6/10, TCS UTC at start (22h:36m:52.0s)               ,
NCre210526.fits,H,Arp 299 H 4,mexp 6.0 10   7/10, TCS UTC at start (22h:37m:10.0s)               ,
NCre210527.fits,H,Arp 299 H 4,mexp 6.0 10   8/10, TCS UTC at start (22h:37m:30.0s)               ,
NCre210528.fits,H,Arp 299 H 4,mexp 6.0 10   9/10, TCS UTC at start (22h:37m:49.0s)               ,
NCre210529.fits,H,Arp 299 H 4,mexp 6.0 10  10/10, TCS UTC at start ( 22h:38m:8.0s)               ,
NCre210530.fits,H,Arp 299 H 4,mexp 6.0 10, TCS UTC at start (22h:38m:27.0s)               ,
NCre210531.fits,H,Arp 299 H 5,mexp 6.0 10   1/10, TCS UTC at start (22h:38m:50.0s)               ,
NCre210532.fits,H,Arp 299 H 5,mexp 6.0 10   2/10, TCS UTC at start ( 22h:39m:9.0s)               ,
NCre210533.fits,H,Arp 299 H 5,mexp 6.0 10   3/10, TCS UTC at start (22h:39m:27.0s)               ,
NCre210534.fits,H,Arp 299 H 5,mexp 6.0 10   4/10, TCS UTC at start (22h:39m:46.0s)               ,
NCre210535.fits,H,Arp 299 H 5,mexp 6.0 10   5/10, TCS UTC at start ( 22h:40m:6.0s)               ,
NCre210536.fits,H,Arp 299 H 5,mexp 6.0 10   6/10, TCS UTC at start (22h:40m:25.0s)               ,
NCre210537.fits,H,Arp 299 H 5,mexp 6.0 10   7/10, TCS UTC at start (22h:40m:44.0s)               ,
NCre210538.fits,H,Arp 299 H 5,mexp 6.0 10   8/10, TCS UTC at start ( 22h:41m:3.0s)               ,
NCre210539.fits,H,Arp 299 H 5,mexp 6.0 10   9/10, TCS UTC at start (22h:41m:30.0s)               ,
NCre210540.fits,H,Arp 299 H 5,mexp 6.0 10  10/10, TCS UTC at start (22h:41m:49.0s)               ,
NCre210541.fits,H,Arp 299 H 5,mexp 6.0 10, TCS UTC at start ( 22h:42m:8.0s)               ,
NCre210542.fits,J,testimage,expose 20.0, TCS UTC at start (22h:43m:36.0s)               ,
NCre210543.fits,J,Arp 299 J 1,mexp 20.0 3   1/3, TCS UTC at start (22h:44m:49.0s)               ,
